,anot,date,start_time,end_time,event_no,D001,D002,D004,ENTERHOME,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,c,duration,weekday,season
2674,Relax,2011-01-31 00:00:00.000000,2020-05-14 19:24:34.623916,2020-05-14 20:10:05.683800,2675.0,,,,,,,,,,,,,118.0,1.0,,,9.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:45:31.059884000,Monday,winter
2675,Relax,2011-01-31 00:00:00.000000,2020-05-14 20:11:18.562177,2020-05-14 20:13:56.621128,2676.0,,,,,,,,,,,,,17.0,,,2.0,5.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:02:38.058951000,Monday,winter
2676,Wash_Dishes,2011-01-31 00:00:00.000000,2020-05-14 20:14:05.131454,2020-05-14 20:18:32.962196,2677.0,,,,,,,,,,,,,,,,,,5.0,19.0,3.0,5.0,12.0,14.0,6.0,,,,,,,,,,,,,0 days 00:04:27.830742000,Monday,winter
2677,Relax,2011-01-31 00:00:00.000000,2020-05-14 20:18:36.877302,2020-05-14 22:25:41.142563,2678.0,,,,,,,,,,,,,152.0,7.0,,2.0,13.0,,,,,,,2.0,,,,,,,,,,,,,0 days 02:07:04.265261000,Monday,winter
2678,Relax,2011-01-31 00:00:00.000000,2020-05-14 22:32:30.232622,2020-05-14 23:18:34.222712,2679.0,,,,,,,,,,,,,27.0,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:46:03.990090000,Monday,winter
2679,Relax,2011-02-01 00:00:00.000000,2020-05-14 23:19:45.669490,2020-05-14 00:08:47.909559,2680.0,,,,,,,,,,,,,61.0,5.0,,1.0,4.0,,,,,,,3.0,,,,,,,,,,,,,-1 days +00:49:02.240069000,Tuesday,winter
2680,Eating,2011-02-01 00:00:00.000000,2020-05-14 00:13:21.179864,2020-05-14 00:32:35.151843,2681.0,,,,,,,,,,,,,,,,,,78.0,,,,,,3.0,0.0,,,,,,,,,,,,0 days 00:19:13.971979000,Tuesday,winter
2681,Sleeping,2011-02-01 00:00:00.000000,2020-05-14 00:46:56.516398,2020-05-14 05:31:17.936367,2682.0,,,,,,6.0,37.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 04:44:21.419969000,Tuesday,winter
2682,Bed_to_Toilet,2011-02-01 00:00:00.000000,2020-05-14 05:31:29.084399,2020-05-14 05:34:16.361110,2683.0,,,,,,,,3.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:47.276711000,Tuesday,winter
2683,Sleeping,2011-02-01 00:00:00.000000,2020-05-14 05:34:24.419496,2020-05-14 06:05:03.342182,2684.0,,,,,,4.0,13.0,,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:30:38.922686000,Tuesday,winter
2684,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 06:08:39.284644,2020-05-14 06:23:32.720675,2685.0,,,,,,,,,,,,,,,,,,,50.0,7.0,29.0,13.0,83.0,,0.0,,,,,,,,,,,,0 days 00:14:53.436031000,Tuesday,winter
2685,Relax,2011-02-01 00:00:00.000000,2020-05-14 06:27:43.758323,2020-05-14 06:36:27.078131,2686.0,,,,,,,,,,,,,8.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:08:43.319808000,Tuesday,winter
2686,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 06:36:31.840402,2020-05-14 06:39:48.671797,2687.0,,,,,,,,,,,,,,,,,,,20.0,,,2.0,19.0,0.0,0.0,,,,,,,,,,,,0 days 00:03:16.831395000,Tuesday,winter
2687,Relax,2011-02-01 00:00:00.000000,2020-05-14 06:39:54.195008,2020-05-14 06:49:32.262157,2688.0,,,,,,,,,,,,,16.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:09:38.067149000,Tuesday,winter
2688,Leave_Home,2011-02-01 00:00:00.000000,2020-05-14 08:47:52.453370,2020-05-14 08:47:56.677219,2689.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.223849000,Tuesday,winter
2689,Enter_Home,2011-02-01 00:00:00.000000,2020-05-14 10:41:39.931937,2020-05-14 10:41:44.266814,2690.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,0 days 00:00:04.334877000,Tuesday,winter
2690,Work,2011-02-01 00:00:00.000000,2020-05-14 11:03:48.952260,2020-05-14 11:05:33.848135,2691.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,8.0,10.0,1.0,,,,,0 days 00:01:44.895875000,Tuesday,winter
2691,Work,2011-02-01 00:00:00.000000,2020-05-14 11:11:38.651585,2020-05-14 11:14:43.013024,2692.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,9.0,5.0,0.0,,,,,0 days 00:03:04.361439000,Tuesday,winter
2692,Leave_Home,2011-02-01 00:00:00.000000,2020-05-14 11:31:07.138941,2020-05-14 11:31:12.040648,2693.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.901707000,Tuesday,winter
2693,Enter_Home,2011-02-01 00:00:00.000000,2020-05-14 13:30:06.377400,2020-05-14 13:30:11.032094,2694.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.654694000,Tuesday,winter
2694,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 13:31:06.660954,2020-05-14 13:33:54.414194,2695.0,,,,,,,,,,,,,,,,,,1.0,5.0,9.0,1.0,2.0,11.0,,,,,,,,,,,,,,0 days 00:02:47.753240000,Tuesday,winter
2695,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 13:35:54.213209,2020-05-14 13:42:08.678955,2696.0,,,,,,,,,,,,,,,,,,1.0,16.0,8.0,3.0,3.0,28.0,,,,,,,,,,,,,,0 days 00:06:14.465746000,Tuesday,winter
2696,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 13:44:39.468486,2020-05-14 13:46:20.278390,2697.0,,,,,,,,,,,,,,,,,,1.0,8.0,2.0,1.0,2.0,10.0,1.0,,,,,,,,,,,,,0 days 00:01:40.809904000,Tuesday,winter
2697,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 13:46:54.646438,2020-05-14 13:49:44.302338,2698.0,,,,,,,,,,,,,,,,,,5.0,6.0,,5.0,7.0,11.0,2.0,,,,,,,,,,,,,0 days 00:02:49.655900000,Tuesday,winter
2698,Relax,2011-02-01 00:00:00.000000,2020-05-14 13:49:45.868494,2020-05-14 14:49:21.845736,2699.0,,,,,,,,,,,,,259.0,3.0,,,12.0,,,,,,,18.0,,,,,,,,,,,,,0 days 00:59:35.977242000,Tuesday,winter
2699,Leave_Home,2011-02-01 00:00:00.000000,2020-05-14 14:53:49.353543,2020-05-14 14:53:53.546391,2700.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.192848000,Tuesday,winter
2700,Enter_Home,2011-02-01 00:00:00.000000,2020-05-14 15:21:06.186243,2020-05-14 15:21:48.686169,2701.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,1.0,4.0,,,0 days 00:00:42.499926000,Tuesday,winter
2701,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 15:52:07.469589,2020-05-14 15:56:40.230590,2702.0,,,,,,,,,,,,,,,,,,,10.0,1.0,3.0,3.0,32.0,,1.0,1.0,,,,,,,,,,,0 days 00:04:32.761001000,Tuesday,winter
2702,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 16:01:52.189955,2020-05-14 16:02:43.551024,2703.0,,,,,,,,,,,,,,,,,,1.0,5.0,,2.0,2.0,3.0,,,,,,,2.0,,,,,,,0 days 00:00:51.361069000,Tuesday,winter
2703,Relax,2011-02-01 00:00:00.000000,2020-05-14 17:04:14.142023,2020-05-14 17:11:18.089138,2704.0,,,,,,,,,,,,,20.0,2.0,,,12.0,,,,,,,12.0,,,,4.0,,,,,,,,,0 days 00:07:03.947115000,Tuesday,winter
2704,Meal_Preparation,2011-02-01 00:00:00.000000,2020-05-14 17:29:03.834402,2020-05-14 17:31:05.153812,2705.0,,,,,,,,,,2.0,,2.0,,,,,0.0,6.0,6.0,4.0,8.0,2.0,5.0,2.0,3.0,2.0,,,,2.0,2.0,1.0,,,,,0 days 00:02:01.319410000,Tuesday,winter
2705,Relax,2011-02-01 00:00:00.000000,2020-05-14 17:31:15.156869,2020-05-14 17:43:03.630235,2706.0,,,,,,,,,,,,1.0,15.0,11.0,,5.0,3.0,2.0,,,,,,6.0,3.0,3.0,,,,10.0,2.0,2.0,,,,,0 days 00:11:48.473366000,Tuesday,winter
2706,Leave_Home,2011-02-01 00:00:00.000000,2020-05-14 17:48:24.736999,2020-05-14 17:50:07.390679,2707.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,4.0,1.0,,,0 days 00:01:42.653680000,Tuesday,winter
2707,Enter_Home,2011-02-01 00:00:00.000000,2020-05-14 19:28:34.711381,2020-05-14 19:28:39.589413,2708.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.878032000,Tuesday,winter
2708,Relax,2011-02-01 00:00:00.000000,2020-05-14 19:41:35.358570,2020-05-14 20:02:45.096709,2709.0,,,,,,,,,,,,,29.0,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:21:09.738139000,Tuesday,winter
2709,Relax,2011-02-01 00:00:00.000000,2020-05-14 20:03:31.750489,2020-05-14 21:49:22.016189,2710.0,,,,,,,,,,,,,30.0,2.0,,,12.0,1.0,,,,2.0,,15.0,,,,,,,,,,,,,0 days 01:45:50.265700000,Tuesday,winter
2710,Sleeping,2011-02-02 00:00:00.000000,2020-05-14 21:55:47.883857,2020-05-14 03:27:32.977852,2711.0,,,,,1.0,6.0,104.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +05:31:45.093995000,Wednesday,winter
2711,Bed_to_Toilet,2011-02-02 00:00:00.000000,2020-05-14 03:28:23.426337,2020-05-14 03:32:42.365794,2712.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:04:18.939457000,Wednesday,winter
2712,Sleeping,2011-02-02 00:00:00.000000,2020-05-14 03:32:51.808974,2020-05-14 07:31:22.105957,2713.0,,,,,,4.0,24.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 03:58:30.296983000,Wednesday,winter
2713,Meal_Preparation,2011-02-02 00:00:00.000000,2020-05-14 07:43:53.879773,2020-05-14 07:50:52.598390,2714.0,,,,,,,,,,,,,,,,,,1.0,25.0,6.0,8.0,10.0,33.0,2.0,0.0,,,,,,,,,,,,0 days 00:06:58.718617000,Wednesday,winter
2714,Eating,2011-02-02 00:00:00.000000,2020-05-14 07:50:55.278016,2020-05-14 07:54:39.906975,2715.0,,,,,,,,,,,,,,,,,,16.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:03:44.628959000,Wednesday,winter
2715,Meal_Preparation,2011-02-02 00:00:00.000000,2020-05-14 07:57:36.675639,2020-05-14 08:00:28.094569,2716.0,,,,,,,,,,,,,,,,,,,11.0,1.0,5.0,7.0,16.0,,,,,,,,,,,,,,0 days 00:02:51.418930000,Wednesday,winter
2716,Relax,2011-02-02 00:00:00.000000,2020-05-14 08:00:38.973467,2020-05-14 08:15:17.192422,2717.0,,,,,,,,,,,,,16.0,,,,6.0,,,,,,,4.0,1.0,,,,,,,,,,,,0 days 00:14:38.218955000,Wednesday,winter
2717,Relax,2011-02-02 00:00:00.000000,2020-05-14 08:16:40.993915,2020-05-14 08:24:16.543093,2718.0,,,,,,,,,,,,,6.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:35.549178000,Wednesday,winter
2718,Relax,2011-02-02 00:00:00.000000,2020-05-14 09:16:59.341102,2020-05-14 09:26:52.337312,2719.0,,,,,,,,,,,,,36.0,2.0,,,5.0,,,,,,,6.0,,,,,,,,,,,,,0 days 00:09:52.996210000,Wednesday,winter
2719,Meal_Preparation,2011-02-02 00:00:00.000000,2020-05-14 09:41:15.062186,2020-05-14 09:45:26.818941,2720.0,,,,,,,,,,,,,3.0,,,,2.0,2.0,14.0,5.0,7.0,9.0,20.0,4.0,,,,,,,,,,,,,0 days 00:04:11.756755000,Wednesday,winter
2720,Work,2011-02-02 00:00:00.000000,2020-05-14 10:01:48.200398,2020-05-14 10:02:49.231734,2721.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,7.0,4.0,1.0,,,,,0 days 00:01:01.031336000,Wednesday,winter
2721,Work,2011-02-02 00:00:00.000000,2020-05-14 10:02:59.253383,2020-05-14 10:05:36.568228,2722.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,18.0,3.0,0.0,,,,,0 days 00:02:37.314845000,Wednesday,winter
2722,Leave_Home,2011-02-02 00:00:00.000000,2020-05-14 10:37:12.258943,2020-05-14 10:37:16.612288,2723.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.353345000,Wednesday,winter
2723,Enter_Home,2011-02-02 00:00:00.000000,2020-05-14 14:31:49.142353,2020-05-14 14:31:52.839287,2724.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.696934000,Wednesday,winter
2724,Relax,2011-02-02 00:00:00.000000,2020-05-14 14:50:02.869117,2020-05-14 15:12:32.080831,2725.0,,,,,,,,,,,,,139.0,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:22:29.211714000,Wednesday,winter
2725,Eating,2011-02-02 00:00:00.000000,2020-05-14 15:16:40.713721,2020-05-14 15:58:49.546604,2726.0,,,,,,,,,,,,,,,,,,22.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:42:08.832883000,Wednesday,winter
2726,Relax,2011-02-02 00:00:00.000000,2020-05-14 16:14:08.903823,2020-05-14 16:23:20.904643,2727.0,,,,,,,,,,,,,23.0,3.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:12.000820000,Wednesday,winter
2727,Work,2011-02-02 00:00:00.000000,2020-05-14 16:31:01.485803,2020-05-14 16:32:46.075339,2728.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.0,5.0,0.0,,,,,0 days 00:01:44.589536000,Wednesday,winter
2728,Relax,2011-02-02 00:00:00.000000,2020-05-14 16:45:17.405826,2020-05-14 17:32:42.576248,2729.0,,,,,,,,,,,,,19.0,0.0,,0.0,6.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:47:25.170422000,Wednesday,winter
2729,Meal_Preparation,2011-02-02 00:00:00.000000,2020-05-14 17:33:13.231199,2020-05-14 17:33:43.984954,2730.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,0 days 00:00:30.753755000,Wednesday,winter
2730,Relax,2011-02-02 00:00:00.000000,2020-05-14 17:33:46.639026,2020-05-14 18:02:50.120854,2731.0,,,,,,,,,,,,,35.0,1.0,,,14.0,2.0,,,,,,5.0,,,,,,,,,,,,,0 days 00:29:03.481828000,Wednesday,winter
2731,Meal_Preparation,2011-02-02 00:00:00.000000,2020-05-14 18:02:55.639338,2020-05-14 18:04:48.170815,2732.0,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,,,,,,,,,,,,,,0 days 00:01:52.531477000,Wednesday,winter
2732,Eating,2011-02-02 00:00:00.000000,2020-05-14 18:04:59.802640,2020-05-14 18:10:42.216601,2733.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,0 days 00:05:42.413961000,Wednesday,winter
2733,Relax,2011-02-02 00:00:00.000000,2020-05-14 18:12:17.101741,2020-05-14 18:31:14.892752,2734.0,,,,,,,,,,,,,15.0,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:18:57.791011000,Wednesday,winter
2734,Relax,2011-02-02 00:00:00.000000,2020-05-14 18:33:40.493372,2020-05-14 19:42:22.218501,2735.0,,,,,,,,,,,,,47.0,2.0,,,0.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:08:41.725129000,Wednesday,winter
2735,Wash_Dishes,2011-02-02 00:00:00.000000,2020-05-14 19:42:31.671030,2020-05-14 19:45:41.280289,2736.0,,,,,,,,,,,,,,,,,0.0,3.0,13.0,1.0,6.0,12.0,15.0,3.0,,,,,,,,,,,,,0 days 00:03:09.609259000,Wednesday,winter
2736,Relax,2011-02-02 00:00:00.000000,2020-05-14 19:47:02.150731,2020-05-14 20:30:28.847970,2737.0,,,,,,,,,,,,,37.0,,,,4.0,,,,,0.0,,2.0,,,,,,,,,,,,,0 days 00:43:26.697239000,Wednesday,winter
2737,Relax,2011-02-02 00:00:00.000000,2020-05-14 20:32:43.391827,2020-05-14 20:51:28.732206,2738.0,,,,,,,,,,,,,17.0,,,1.0,4.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:18:45.340379000,Wednesday,winter
2738,Wash_Dishes,2011-02-02 00:00:00.000000,2020-05-14 20:51:50.048513,2020-05-14 20:53:45.828581,2739.0,,,,,,,,,,,,,,,,,,1.0,7.0,,,3.0,9.0,,2.0,1.0,,,,,,,,,,,0 days 00:01:55.780068000,Wednesday,winter
2739,Relax,2011-02-02 00:00:00.000000,2020-05-14 20:54:16.479499,2020-05-14 21:03:42.383352,2740.0,,,,,,,,,,,,,11.0,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:25.903853000,Wednesday,winter
2740,Relax,2011-02-02 00:00:00.000000,2020-05-14 21:09:39.581112,2020-05-14 21:47:18.121953,2741.0,,,,,,,,,,,,,43.0,1.0,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:37:38.540841000,Wednesday,winter
2741,Relax,2011-02-02 00:00:00.000000,2020-05-14 21:51:54.579106,2020-05-14 23:54:52.869023,2742.0,,,,,,,,,,,,,69.0,3.0,,1.0,8.0,,,,,,,5.0,,,,,,,,,,,,,0 days 02:02:58.289917000,Wednesday,winter
2742,Sleeping,2011-02-03 00:00:00.000000,2020-05-14 00:20:31.616094,2020-05-14 06:37:25.286627,2743.0,,,,,1.0,4.0,24.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 06:16:53.670533000,Thursday,winter
2743,Meal_Preparation,2011-02-03 00:00:00.000000,2020-05-14 06:45:53.598458,2020-05-14 07:06:13.731197,2744.0,,,,,,,,,,1.0,,2.0,,,,,2.0,14.0,39.0,2.0,21.0,20.0,77.0,8.0,3.0,,,,,,,,,,1.0,,0 days 00:20:20.132739000,Thursday,winter
2744,Relax,2011-02-03 00:00:00.000000,2020-05-14 07:06:55.552409,2020-05-14 07:27:16.318844,2745.0,,,,,,,,,,,,,26.0,0.0,,0.0,4.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:20:20.766435000,Thursday,winter
2745,Leave_Home,2011-02-03 00:00:00.000000,2020-05-14 08:46:15.335355,2020-05-14 08:46:20.183076,2746.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1.0,,,0 days 00:00:04.847721000,Thursday,winter
2746,Enter_Home,2011-02-03 00:00:00.000000,2020-05-14 12:33:39.602610,2020-05-14 12:33:43.579586,2747.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.976976000,Thursday,winter
2747,Work,2011-02-03 00:00:00.000000,2020-05-14 12:44:35.758455,2020-05-14 12:47:28.965542,2748.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,14.0,7.0,1.0,,,,,0 days 00:02:53.207087000,Thursday,winter
2748,Leave_Home,2011-02-03 00:00:00.000000,2020-05-14 12:52:25.038895,2020-05-14 12:52:29.640834,2749.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.601939000,Thursday,winter
2749,Enter_Home,2011-02-03 00:00:00.000000,2020-05-14 15:05:29.402470,2020-05-14 15:05:34.401656,2750.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.999186000,Thursday,winter
2750,Meal_Preparation,2011-02-03 00:00:00.000000,2020-05-14 15:12:58.964111,2020-05-14 15:29:30.807329,2751.0,,,4.0,,,,,,,,,,,,,,,14.0,29.0,20.0,4.0,19.0,61.0,,4.0,6.0,,,,,,,2.0,8.0,,,0 days 00:16:31.843218000,Thursday,winter
2751,Meal_Preparation,2011-02-03 00:00:00.000000,2020-05-14 15:30:41.858576,2020-05-14 15:33:45.117857,2752.0,,,,,,,,,,,,,,,,,,,1.0,2.0,8.0,4.0,8.0,,1.0,,,,,,,,,,,,0 days 00:03:03.259281000,Thursday,winter
2752,Meal_Preparation,2011-02-03 00:00:00.000000,2020-05-14 15:35:36.943982,2020-05-14 15:40:45.279161,2753.0,,,2.0,,,,,,,,,,,,,,,3.0,11.0,2.0,4.0,12.0,15.0,,3.0,4.0,,,,,,,,2.0,,,0 days 00:05:08.335179000,Thursday,winter
2753,Relax,2011-02-03 00:00:00.000000,2020-05-14 16:01:43.449139,2020-05-14 16:08:14.559377,2754.0,,,,,,,,,,,,,17.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:06:31.110238000,Thursday,winter
2754,Relax,2011-02-03 00:00:00.000000,2020-05-14 16:11:27.650471,2020-05-14 16:37:55.606741,2755.0,,,,,,,,,,,,,39.0,1.0,,1.0,4.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:26:27.956270000,Thursday,winter
2755,Meal_Preparation,2011-02-03 00:00:00.000000,2020-05-14 16:53:28.599895,2020-05-14 16:55:37.761653,2756.0,,,,,,,,,,,,,,,,,,2.0,,,13.0,9.0,8.0,0.0,1.0,,,,,,,,,,,,0 days 00:02:09.161758000,Thursday,winter
2756,Eating,2011-02-03 00:00:00.000000,2020-05-14 16:55:55.427870,2020-05-14 17:01:55.871926,2757.0,,,,,,,,,,,,,,,,,,43.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:06:00.444056000,Thursday,winter
2757,Relax,2011-02-03 00:00:00.000000,2020-05-14 17:07:59.142736,2020-05-14 17:12:06.340296,2758.0,,,,,,,,,,,,,9.0,,,,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,0 days 00:04:07.197560000,Thursday,winter
2758,Relax,2011-02-03 00:00:00.000000,2020-05-14 17:17:22.591719,2020-05-14 17:39:24.318971,2759.0,,,,,,,,,,,,,73.0,,,,8.0,1.0,,,,,,5.0,0.0,,,,,,,,,,,,0 days 00:22:01.727252000,Thursday,winter
2759,Relax,2011-02-03 00:00:00.000000,2020-05-14 17:39:40.925806,2020-05-14 17:44:44.154367,2760.0,,,,,,,,,,,,,28.0,,,,9.0,,,,,0.0,,1.0,,,,,,,,,,,,,0 days 00:05:03.228561000,Thursday,winter
2760,Work,2011-02-03 00:00:00.000000,2020-05-14 17:57:36.892127,2020-05-14 18:05:44.139413,2761.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,21.0,35.0,1.0,2.0,1.0,,,0 days 00:08:07.247286000,Thursday,winter
2761,Meal_Preparation,2011-02-03 00:00:00.000000,2020-05-14 18:09:54.132925,2020-05-14 18:33:30.561252,2762.0,,,,,,,,,,,,,1.0,,,,,1.0,84.0,12.0,33.0,29.0,106.0,1.0,2.0,2.0,,,,,,,,,,,0 days 00:23:36.428327000,Thursday,winter
2762,Relax,2011-02-03 00:00:00.000000,2020-05-14 18:34:23.733007,2020-05-14 19:42:25.921262,2763.0,,,,,,,,,,,,,95.0,1.0,,,21.0,,,,,,,0.0,,,,,,,,,,,,,0 days 01:08:02.188255000,Thursday,winter
2763,Wash_Dishes,2011-02-03 00:00:00.000000,2020-05-14 19:42:47.530798,2020-05-14 19:45:56.490575,2764.0,,,,,,,,,,,,,,,,,,1.0,20.0,,4.0,9.0,18.0,0.0,,,,,,,,,,,,,0 days 00:03:08.959777000,Thursday,winter
2764,Relax,2011-02-03 00:00:00.000000,2020-05-14 19:50:29.321020,2020-05-14 21:47:05.181543,2765.0,,,,,,,,,,,,,69.0,5.0,,1.0,8.0,,,,,,,7.0,,,,,,,,,,,,,0 days 01:56:35.860523000,Thursday,winter
2765,Work,2011-02-03 00:00:00.000000,2020-05-14 22:09:42.523534,2020-05-14 22:27:59.950479,2766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,7.0,0.0,,,,,0 days 00:18:17.426945000,Thursday,winter
2766,Relax,2011-02-03 00:00:00.000000,2020-05-14 22:29:23.452376,2020-05-14 23:33:26.973904,2767.0,,,,,,,,,,,,,124.0,1.0,,1.0,9.0,,,,,,,5.0,,,,,,,,,,,,,0 days 01:04:03.521528000,Thursday,winter
2767,Relax,2011-02-04 00:00:00.000000,2020-05-14 23:34:38.664730,2020-05-14 00:29:49.450744,2768.0,,,,,,,,,,,,,20.0,1.0,,1.0,7.0,,,,,,,5.0,,,,,,,,,,,,,-1 days +00:55:10.786014000,Friday,winter
2768,Sleeping,2011-02-04 00:00:00.000000,2020-05-14 00:33:13.811667,2020-05-14 04:09:07.688115,2769.0,,,,,,4.0,4.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 03:35:53.876448000,Friday,winter
2769,Bed_to_Toilet,2011-02-04 00:00:00.000000,2020-05-14 04:09:11.894624,2020-05-14 04:12:32.611218,2770.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:03:20.716594000,Friday,winter
2770,Sleeping,2011-02-04 00:00:00.000000,2020-05-14 04:14:21.531935,2020-05-14 06:50:52.205988,2771.0,,,,,,3.0,26.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 02:36:30.674053000,Friday,winter
2771,Meal_Preparation,2011-02-04 00:00:00.000000,2020-05-14 06:54:27.622604,2020-05-14 07:02:42.539269,2772.0,,,,,,,,,,,,,,,,,,,23.0,,12.0,9.0,35.0,,1.0,,,,,,,,,,,,0 days 00:08:14.916665000,Friday,winter
2772,Meal_Preparation,2011-02-04 00:00:00.000000,2020-05-14 07:40:38.248692,2020-05-14 07:41:46.056094,2773.0,,,,,,,,,,,,,,,,,,2.0,4.0,,,2.0,6.0,,,,,,,,,,,,,,0 days 00:01:07.807402000,Friday,winter
2773,Relax,2011-02-04 00:00:00.000000,2020-05-14 07:43:13.722534,2020-05-14 07:50:56.168415,2774.0,,,,,,,,,,,,,11.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:42.445881000,Friday,winter
2774,Relax,2011-02-04 00:00:00.000000,2020-05-14 08:47:20.443566,2020-05-14 09:00:31.083445,2775.0,,,,,,,,,,,,,36.0,4.0,,,18.0,,,,,,,10.0,,,,,,,,,,,,,0 days 00:13:10.639879000,Friday,winter
2775,Meal_Preparation,2011-02-04 00:00:00.000000,2020-05-14 09:22:34.495670,2020-05-14 09:31:16.955711,2776.0,,,,,,,,,,,,,,,,,,6.0,23.0,4.0,7.0,16.0,41.0,1.0,1.0,,,,,,,,,,,,0 days 00:08:42.460041000,Friday,winter
